id,team_name,win_points,win_streak,prev_score,standing
9315,鹿島,25,1,4,4.0
9315,京都,8,0,1,16.0
9315,福岡,10,0,0,15.0
9315,大分,23,4,4,5.0
9315,C大阪,6,0,1,18.0
9316,G大阪,32,3,5,1.0
9316,甲府,14,0,1,13.0
9316,FC東京,15,0,2,12.0
9316,磐田,20,1,3,9.0
9316,清水,22,0,1,8.0
9316,名古屋,8,0,1,17.0
9316,大宮,17,3,3,10.0
9316,浦和,29,1,2,2.0
9316,川崎F,27,0,0,3.0
9316,広島,13,0,2,14.0
9316,横浜FM,16,0,0,11.0
9316,千葉,23,1,4,5.0
9316,新潟,23,0,0,5.0
9316,鹿島,25,1,4,4.0
9316,京都,11,1,2,15.0
9316,福岡,10,0,0,16.0
9316,大分,23,4,4,5.0
9316,C大阪,6,0,1,18.0
9317,G大阪,32,3,5,1.0
9317,甲府,14,0,1,13.0
9317,FC東京,15,0,2,12.0
9317,磐田,20,1,3,9.0
9317,清水,22,0,1,8.0
9317,名古屋,8,0,1,17.0
9317,大宮,17,3,3,10.0
9317,浦和,32,2,1,1.0
9317,川崎F,27,0,0,3.0
9317,広島,13,0,2,14.0
9317,横浜FM,16,0,0,11.0
9317,千葉,23,1,4,5.0
9317,新潟,23,0,0,5.0
9317,鹿島,25,1,4,4.0
9317,京都,11,1,2,15.0
9317,福岡,10,0,0,16.0
9317,大分,23,0,0,5.0
9317,C大阪,6,0,1,18.0
9318,G大阪,32,0,2,1.0
9318,甲府,14,0,1,13.0
9318,FC東京,15,0,2,12.0
9318,磐田,20,1,3,9.0
9318,清水,22,0,1,8.0
9318,名古屋,8,0,1,17.0
9318,大宮,17,3,3,10.0
9318,浦和,32,2,1,1.0
9318,川崎F,30,1,3,3.0
9318,広島,13,0,2,14.0
9318,横浜FM,16,0,0,11.0
9318,千葉,23,1,4,5.0
9318,新潟,23,0,0,5.0
9318,鹿島,25,1,4,4.0
9318,京都,11,1,2,15.0
9318,福岡,10,0,0,16.0
9318,大分,23,0,0,5.0
9318,C大阪,6,0,1,18.0
9319,G大阪,32,0,2,1.0
9319,甲府,14,0,1,13.0
9319,FC東京,15,0,2,12.0
9319,磐田,20,1,3,9.0
9319,清水,22,0,1,8.0
9319,名古屋,8,0,1,17.0
9319,大宮,17,3,3,10.0
9319,浦和,32,2,1,1.0
9319,川崎F,30,1,3,3.0
9319,広島,13,0,2,14.0
9319,横浜FM,16,0,0,11.0
9319,千葉,23,1,4,5.0
9319,新潟,23,0,0,5.0
9319,鹿島,28,2,1,4.0
9319,京都,11,1,2,15.0
9319,福岡,10,0,0,16.0
9319,大分,23,0,0,5.0
9319,C大阪,6,0,1,18.0
9320,G大阪,32,0,2,1.0
9320,甲府,14,0,1,13.0
9320,FC東京,15,0,2,12.0
9320,磐田,23,2,3,5.0
9320,清水,22,0,1,9.0
9320,名古屋,8,0,1,17.0
9320,大宮,17,3,3,10.0
9320,浦和,32,2,1,1.0
9320,川崎F,30,1,3,3.0
9320,広島,13,0,2,14.0
9320,横浜FM,16,0,1,11.0
9320,千葉,23,1,4,5.0
9320,新潟,23,0,0,5.0
9320,鹿島,28,2,1,4.0
9320,京都,11,1,2,15.0
9320,福岡,10,0,0,16.0
9320,大分,23,0,0,5.0
9320,C大阪,6,0,1,18.0
9321,G大阪,32,0,2,1.0
9321,甲府,14,0,1,13.0
9321,FC東京,15,0,2,12.0
9321,磐田,23,2,3,5.0
9321,清水,22,0,1,9.0
9321,名古屋,11,1,2,15.0
9321,大宮,17,0,0,10.0
9321,浦和,32,2,1,1.0
9321,川崎F,30,1,3,3.0
9321,広島,13,0,2,14.0
9321,横浜FM,16,0,1,11.0
9321,千葉,23,1,4,5.0
9321,新潟,23,0,0,5.0
9321,鹿島,28,2,1,4.0
9321,京都,11,1,2,15.0
9321,福岡,10,0,0,17.0
9321,大分,23,0,0,5.0
9321,C大阪,6,0,1,18.0
9322,G大阪,32,0,2,1.0
9322,甲府,14,0,1,13.0
9322,FC東京,15,0,2,12.0
9322,磐田,23,2,3,6.0
9322,清水,22,0,1,9.0
9322,名古屋,11,1,2,15.0
9322,大宮,17,0,0,10.0
9322,浦和,32,2,1,1.0
9322,川崎F,30,1,3,3.0
9322,広島,13,0,2,14.0
9322,横浜FM,16,0,1,11.0
9322,千葉,26,2,2,5.0
9322,新潟,23,0,0,6.0
9322,鹿島,28,2,1,4.0
9322,京都,11,0,1,15.0
9322,福岡,10,0,0,17.0
9322,大分,23,0,0,6.0
9322,C大阪,6,0,1,18.0
9323,G大阪,32,0,2,1.0
9323,甲府,14,0,1,13.0
9323,FC東京,18,1,5,10.0
9323,磐田,23,2,3,6.0
9323,清水,22,0,1,9.0
9323,名古屋,11,1,2,15.0
9323,大宮,17,0,0,11.0
9323,浦和,32,2,1,1.0
9323,川崎F,30,1,3,3.0
9323,広島,13,0,2,14.0
9323,横浜FM,16,0,1,12.0
9323,千葉,26,2,2,5.0
9323,新潟,23,0,0,6.0
9323,鹿島,28,2,1,4.0
9323,京都,11,0,1,15.0
9323,福岡,10,0,0,17.0
9323,大分,23,0,0,6.0
9323,C大阪,6,0,1,18.0
9324,G大阪,32,0,2,1.0
9324,甲府,17,1,3,11.0
9324,FC東京,18,1,5,10.0
9324,磐田,23,2,3,6.0
9324,清水,22,0,1,9.0
9324,名古屋,11,1,2,15.0
9324,大宮,17,0,0,11.0
9324,浦和,32,2,1,1.0
9324,川崎F,30,1,3,3.0
9324,広島,13,0,1,14.0
9324,横浜FM,16,0,1,13.0
9324,千葉,26,2,2,5.0
9324,新潟,23,0,0,6.0
9324,鹿島,28,2,1,4.0
9324,京都,11,0,1,15.0
9324,福岡,10,0,0,17.0
9324,大分,23,0,0,6.0
9324,C大阪,6,0,1,18.0
9325,G大阪,32,0,2,1.0
9325,甲府,17,1,3,11.0
9325,FC東京,18,1,5,10.0
9325,磐田,23,2,3,7.0
9325,清水,25,1,2,6.0
9325,名古屋,11,1,2,15.0
9325,大宮,17,0,0,11.0
9325,浦和,32,2,1,1.0
9325,川崎F,30,1,3,3.0
9325,広島,13,0,1,14.0
9325,横浜FM,16,0,1,13.0
9325,千葉,26,2,2,5.0
9325,新潟,23,0,0,7.0
9325,鹿島,28,2,1,4.0
9325,京都,11,0,1,15.0
9325,福岡,10,0,1,17.0
9325,大分,23,0,0,7.0
9325,C大阪,6,0,1,18.0
9326,G大阪,32,0,2,1.0
9326,甲府,17,1,3,12.0
9326,FC東京,18,1,5,11.0
9326,磐田,23,2,3,7.0
9326,清水,25,1,2,6.0
9326,名古屋,11,1,2,15.0
9326,大宮,20,1,1,10.0
9326,浦和,32,2,1,1.0
9326,川崎F,30,1,3,3.0
9326,広島,13,0,1,14.0
9326,横浜FM,16,0,1,13.0
9326,千葉,26,2,2,5.0
9326,新潟,23,0,0,7.0
9326,鹿島,28,2,1,4.0
9326,京都,11,0,0,15.0
9326,福岡,10,0,1,17.0
9326,大分,23,0,0,7.0
9326,C大阪,6,0,1,18.0
9327,G大阪,32,0,2,1.0
9327,甲府,17,1,3,12.0
9327,FC東京,18,0,0,11.0
9327,磐田,23,2,3,7.0
9327,清水,25,1,2,6.0
9327,名古屋,11,1,2,15.0
9327,大宮,20,1,1,10.0
9327,浦和,32,2,1,1.0
9327,川崎F,30,1,3,3.0
9327,広島,16,1,2,13.0
9327,横浜FM,16,0,1,13.0
9327,千葉,26,2,2,5.0
9327,新潟,23,0,0,7.0
9327,鹿島,28,2,1,4.0
9327,京都,11,0,0,15.0
9327,福岡,10,0,1,17.0
9327,大分,23,0,0,7.0
9327,C大阪,6,0,1,18.0
9328,G大阪,32,0,2,2.0
9328,甲府,18,0,1,11.0
9328,FC東京,18,0,0,11.0
9328,磐田,23,2,3,7.0
9328,清水,25,1,2,6.0
9328,名古屋,11,1,2,15.0
9328,大宮,20,1,1,10.0
9328,浦和,33,0,1,1.0
9328,川崎F,30,1,3,3.0
9328,広島,16,1,2,13.0
9328,横浜FM,16,0,1,13.0
9328,千葉,26,2,2,5.0
9328,新潟,23,0,0,7.0
9328,鹿島,28,2,1,4.0
9328,京都,11,0,0,15.0
9328,福岡,10,0,1,17.0
9328,大分,23,0,0,7.0
9328,C大阪,6,0,1,18.0
9329,G大阪,32,0,2,2.0
9329,甲府,18,0,1,11.0
9329,FC東京,18,0,0,11.0
9329,磐田,23,2,3,7.0
9329,清水,25,1,2,6.0
9329,名古屋,11,1,2,15.0
9329,大宮,20,1,1,10.0
9329,浦和,33,0,1,1.0
9329,川崎F,30,1,3,4.0
9329,広島,16,1,2,13.0
9329,横浜FM,16,0,1,13.0
9329,千葉,26,2,2,5.0
9329,新潟,23,0,0,7.0
9329,鹿島,31,3,2,3.0
9329,京都,11,0,0,15.0
9329,福岡,10,0,1,17.0
9329,大分,23,0,0,7.0
9329,C大阪,6,0,0,18.0
9330,G大阪,32,0,2,2.0
9330,甲府,18,0,1,11.0
9330,FC東京,18,0,0,11.0
9330,磐田,23,0,0,7.0
9330,清水,28,2,2,5.0
9330,名古屋,11,1,2,15.0
9330,大宮,20,1,1,10.0
9330,浦和,33,0,1,1.0
9330,川崎F,30,1,3,4.0
9330,広島,16,1,2,13.0
9330,横浜FM,16,0,1,13.0
9330,千葉,26,2,2,6.0
9330,新潟,23,0,0,7.0
9330,鹿島,31,3,2,3.0
9330,京都,11,0,0,15.0
9330,福岡,10,0,1,17.0
9330,大分,23,0,0,7.0
9330,C大阪,6,0,0,18.0
9331,G大阪,33,0,2,1.0
9331,甲府,18,0,1,11.0
9331,FC東京,18,0,0,11.0
9331,磐田,23,0,0,7.0
9331,清水,28,2,2,5.0
9331,名古屋,11,1,2,15.0
9331,大宮,20,1,1,10.0
9331,浦和,33,0,1,1.0
9331,川崎F,30,1,3,4.0
9331,広島,16,1,2,13.0
9331,横浜FM,16,0,1,13.0
9331,千葉,26,2,2,6.0
9331,新潟,23,0,0,7.0
9331,鹿島,31,3,2,3.0
9331,京都,11,0,0,15.0
9331,福岡,11,0,2,15.0
9331,大分,23,0,0,7.0
9331,C大阪,6,0,0,18.0
9332,G大阪,33,0,2,1.0
9332,甲府,18,0,1,11.0
9332,FC東京,18,0,0,11.0
9332,磐田,23,0,0,8.0
9332,清水,28,2,2,5.0
9332,名古屋,11,1,2,15.0
9332,大宮,20,1,1,10.0
9332,浦和,33,0,1,1.0
9332,川崎F,31,0,1,3.0
9332,広島,16,1,2,13.0
9332,横浜FM,16,0,1,13.0
9332,千葉,26,2,2,6.0
9332,新潟,23,0,0,8.0
9332,鹿島,31,3,2,3.0
9332,京都,11,0,0,15.0
9332,福岡,11,0,2,15.0
9332,大分,24,0,1,7.0
9332,C大阪,6,0,0,18.0
9333,G大阪,33,0,2,1.0
9333,甲府,18,0,1,11.0
9333,FC東京,18,0,0,11.0
9333,磐田,23,0,0,8.0
9333,清水,28,2,2,5.0
9333,名古屋,14,2,3,15.0
9333,大宮,20,1,1,10.0
9333,浦和,33,0,1,1.0
9333,川崎F,31,0,1,3.0
9333,広島,16,1,2,13.0
9333,横浜FM,16,0,1,13.0
9333,千葉,26,0,2,6.0
9333,新潟,23,0,0,8.0
9333,鹿島,31,3,2,3.0
9333,京都,11,0,0,16.0
9333,福岡,11,0,2,16.0
9333,大分,24,0,1,7.0
9333,C大阪,6,0,0,18.0
9334,G大阪,33,0,2,1.0
9334,甲府,18,0,1,12.0
9334,FC東京,18,0,0,12.0
9334,磐田,23,0,0,8.0
9334,清水,28,2,2,5.0
9334,名古屋,14,2,3,15.0
9334,大宮,20,1,1,10.0
9334,浦和,33,0,1,1.0
9334,川崎F,31,0,1,3.0
9334,広島,16,1,2,14.0
9334,横浜FM,19,1,2,11.0
9334,千葉,26,0,2,6.0
9334,新潟,23,0,0,8.0
9334,鹿島,31,3,2,3.0
9334,京都,11,0,0,16.0
9334,福岡,11,0,2,16.0
9334,大分,24,0,1,7.0
9334,C大阪,6,0,0,18.0
9335,G大阪,33,0,2,1.0
9335,甲府,18,0,1,12.0
9335,FC東京,18,0,0,12.0
9335,磐田,23,0,0,8.0
9335,清水,31,3,2,3.0
9335,名古屋,14,2,3,15.0
9335,大宮,20,1,1,10.0
9335,浦和,33,0,1,1.0
9335,川崎F,31,0,1,3.0
9335,広島,16,0,1,14.0
9335,横浜FM,19,1,2,11.0
9335,千葉,26,0,2,6.0
9335,新潟,23,0,0,8.0
9335,鹿島,31,3,2,3.0
9335,京都,11,0,0,16.0
9335,福岡,11,0,2,16.0
9335,大分,24,0,1,7.0
9335,C大阪,6,0,0,18.0
9336,G大阪,33,0,2,2.0
9336,甲府,18,0,1,12.0
9336,FC東京,18,0,0,12.0
9336,磐田,23,0,0,8.0
9336,清水,31,3,2,3.0
9336,名古屋,14,2,3,15.0
9336,大宮,20,1,1,10.0
9336,浦和,36,1,4,1.0
9336,川崎F,31,0,1,3.0
9336,広島,16,0,1,14.0
9336,横浜FM,19,1,2,11.0
9336,千葉,26,0,2,6.0
9336,新潟,23,0,0,8.0
9336,鹿島,31,3,2,3.0
9336,京都,11,0,0,16.0
9336,福岡,11,0,2,16.0
9336,大分,24,0,1,7.0
9336,C大阪,6,0,0,18.0
9337,G大阪,33,0,2,2.0
9337,甲府,18,0,1,12.0
9337,FC東京,18,0,0,12.0
9337,磐田,23,0,0,8.0
9337,清水,31,3,2,4.0
9337,名古屋,14,2,3,15.0
9337,大宮,20,1,1,10.0
9337,浦和,36,1,4,1.0
9337,川崎F,32,0,1,3.0
9337,広島,16,0,1,14.0
9337,横浜FM,20,0,1,10.0
9337,千葉,26,0,2,6.0
9337,新潟,23,0,0,8.0
9337,鹿島,31,3,2,4.0
9337,京都,11,0,0,16.0
9337,福岡,11,0,2,16.0
9337,大分,24,0,1,7.0
9337,C大阪,6,0,0,18.0
9338,G大阪,33,0,2,2.0
9338,甲府,18,0,1,12.0
9338,FC東京,18,0,0,12.0
9338,磐田,23,0,0,8.0
9338,清水,31,3,2,4.0
9338,名古屋,14,2,3,15.0
9338,大宮,20,1,1,10.0
9338,浦和,36,1,4,1.0
9338,川崎F,32,0,1,3.0
9338,広島,16,0,1,14.0
9338,横浜FM,20,0,1,10.0
9338,千葉,29,1,2,6.0
9338,新潟,23,0,1,8.0
9338,鹿島,31,3,2,4.0
9338,京都,11,0,0,16.0
9338,福岡,11,0,2,16.0
9338,大分,24,0,1,7.0
9338,C大阪,6,0,0,18.0
9339,G大阪,33,0,2,2.0
9339,甲府,18,0,1,12.0
9339,FC東京,18,0,0,12.0
9339,磐田,24,0,3,7.0
9339,清水,31,3,2,5.0
9339,名古屋,14,2,3,15.0
9339,大宮,20,1,1,10.0
9339,浦和,36,1,4,1.0
9339,川崎F,32,0,1,3.0
9339,広島,16,0,1,14.0
9339,横浜FM,20,0,1,10.0
9339,千葉,29,1,2,6.0
9339,新潟,23,0,1,9.0
9339,鹿島,32,0,3,3.0
9339,京都,11,0,0,16.0
9339,福岡,11,0,2,16.0
9339,大分,24,0,1,7.0
9339,C大阪,6,0,0,18.0
9340,G大阪,33,0,2,2.0
9340,甲府,18,0,1,12.0
9340,FC東京,18,0,0,12.0
9340,磐田,24,0,3,7.0
9340,清水,31,3,2,5.0
9340,名古屋,17,3,5,14.0
9340,大宮,20,1,1,10.0
9340,浦和,36,1,4,1.0
9340,川崎F,32,0,1,3.0
9340,広島,16,0,1,15.0
9340,横浜FM,20,0,1,10.0
9340,千葉,29,1,2,6.0
9340,新潟,23,0,1,9.0
9340,鹿島,32,0,3,3.0
9340,京都,11,0,0,16.0
9340,福岡,11,0,2,16.0
9340,大分,24,0,1,7.0
9340,C大阪,6,0,0,18.0
9341,G大阪,36,1,4,1.0
9341,甲府,18,0,1,12.0
9341,FC東京,18,0,0,12.0
9341,磐田,24,0,3,7.0
9341,清水,31,3,2,5.0
9341,名古屋,17,3,5,14.0
9341,大宮,20,1,1,10.0
9341,浦和,36,1,4,1.0
9341,川崎F,32,0,1,3.0
9341,広島,16,0,1,15.0
9341,横浜FM,20,0,1,10.0
9341,千葉,29,1,2,6.0
9341,新潟,23,0,1,9.0
9341,鹿島,32,0,3,3.0
9341,京都,11,0,1,16.0
9341,福岡,11,0,2,16.0
9341,大分,24,0,1,7.0
9341,C大阪,6,0,0,18.0
9342,G大阪,36,1,4,1.0
9342,甲府,18,0,1,12.0
9342,FC東京,18,0,0,12.0
9342,磐田,24,0,3,7.0
9342,清水,31,3,2,5.0
9342,名古屋,17,3,5,14.0
9342,大宮,23,2,1,9.0
9342,浦和,36,1,4,1.0
9342,川崎F,32,0,1,3.0
9342,広島,16,0,1,15.0
9342,横浜FM,20,0,1,11.0
9342,千葉,29,1,2,6.0
9342,新潟,23,0,1,9.0
9342,鹿島,32,0,3,3.0
9342,京都,11,0,1,16.0
9342,福岡,11,0,2,16.0
9342,大分,24,0,1,7.0
9342,C大阪,6,0,0,18.0
9343,G大阪,36,1,4,1.0
9343,甲府,18,0,1,12.0
9343,FC東京,18,0,0,12.0
9343,磐田,24,0,3,8.0
9343,清水,31,3,2,5.0
9343,名古屋,17,3,5,14.0
9343,大宮,23,2,1,9.0
9343,浦和,36,1,4,1.0
9343,川崎F,32,0,1,3.0
9343,広島,16,0,1,15.0
9343,横浜FM,20,0,1,11.0
9343,千葉,29,1,2,6.0
9343,新潟,23,0,1,9.0
9343,鹿島,32,0,3,3.0
9343,京都,11,0,1,16.0
9343,福岡,11,0,0,16.0
9343,大分,27,1,2,7.0
9343,C大阪,6,0,0,18.0
9344,G大阪,36,1,4,2.0
9344,甲府,18,0,1,12.0
9344,FC東京,18,0,0,12.0
9344,磐田,24,0,3,8.0
9344,清水,31,3,2,5.0
9344,名古屋,17,3,5,14.0
9344,大宮,23,2,1,9.0
9344,浦和,37,0,2,1.0
9344,川崎F,32,0,1,4.0
9344,広島,16,0,1,15.0
9344,横浜FM,20,0,1,11.0
9344,千葉,29,1,2,6.0
9344,新潟,23,0,1,9.0
9344,鹿島,33,0,2,3.0
9344,京都,11,0,1,16.0
9344,福岡,11,0,0,16.0
9344,大分,27,1,2,7.0
9344,C大阪,6,0,0,18.0
9345,G大阪,39,2,2,1.0
9345,甲府,18,0,1,12.0
9345,FC東京,18,0,0,12.0
9345,磐田,24,0,3,8.0
9345,清水,31,3,2,5.0
9345,名古屋,17,3,5,14.0
9345,大宮,23,0,0,9.0
9345,浦和,37,0,2,2.0
9345,川崎F,32,0,1,4.0
9345,広島,16,0,1,15.0
9345,横浜FM,20,0,1,11.0
9345,千葉,29,1,2,6.0
9345,新潟,23,0,1,9.0
9345,鹿島,33,0,2,3.0
9345,京都,11,0,1,16.0
9345,福岡,11,0,0,16.0
9345,大分,27,1,2,7.0
9345,C大阪,6,0,0,18.0
9346,G大阪,39,2,2,1.0
9346,甲府,18,0,1,12.0
9346,FC東京,18,0,0,12.0
9346,磐田,24,0,3,9.0
9346,清水,31,3,2,5.0
9346,名古屋,17,3,5,14.0
9346,大宮,23,0,0,10.0
9346,浦和,37,0,2,2.0
9346,川崎F,32,0,1,4.0
9346,広島,16,0,1,15.0
9346,横浜FM,20,0,1,11.0
9346,千葉,29,1,2,6.0
9346,新潟,26,1,2,8.0
9346,鹿島,33,0,2,3.0
9346,京都,11,0,1,16.0
9346,福岡,11,0,0,16.0
9346,大分,27,1,2,7.0
9346,C大阪,6,0,0,18.0
9347,G大阪,39,2,2,1.0
9347,甲府,18,0,0,12.0
9347,FC東京,18,0,0,12.0
9347,磐田,24,0,3,9.0
9347,清水,34,4,4,3.0
9347,名古屋,17,3,5,14.0
9347,大宮,23,0,0,10.0
9347,浦和,37,0,2,2.0
9347,川崎F,32,0,1,5.0
9347,広島,16,0,1,15.0
9347,横浜FM,20,0,1,11.0
9347,千葉,29,1,2,6.0
9347,新潟,26,1,2,8.0
9347,鹿島,33,0,2,4.0
9347,京都,11,0,1,16.0
9347,福岡,11,0,0,16.0
9347,大分,27,1,2,7.0
9347,C大阪,6,0,0,18.0
9348,G大阪,39,2,2,1.0
9348,甲府,18,0,0,13.0
9348,FC東京,18,0,0,13.0
9348,磐田,24,0,1,9.0
9348,清水,34,4,4,3.0
9348,名古屋,20,4,3,11.0
9348,大宮,23,0,0,10.0
9348,浦和,37,0,2,2.0
9348,川崎F,32,0,1,5.0
9348,広島,16,0,1,15.0
9348,横浜FM,20,0,1,11.0
9348,千葉,29,1,2,6.0
9348,新潟,26,1,2,8.0
9348,鹿島,33,0,2,4.0
9348,京都,11,0,1,16.0
9348,福岡,11,0,0,16.0
9348,大分,27,1,2,7.0
9348,C大阪,6,0,0,18.0
9349,G大阪,39,2,2,1.0
9349,甲府,18,0,0,13.0
9349,FC東京,18,0,0,13.0
9349,磐田,24,0,1,9.0
9349,清水,34,4,4,3.0
9349,名古屋,20,4,3,11.0
9349,大宮,23,0,0,10.0
9349,浦和,37,0,2,2.0
9349,川崎F,32,0,1,5.0
9349,広島,16,0,1,15.0
9349,横浜FM,20,0,0,11.0
9349,千葉,29,1,2,6.0
9349,新潟,26,1,2,8.0
9349,鹿島,33,0,2,4.0
9349,京都,11,0,1,16.0
9349,福岡,11,0,0,16.0
9349,大分,27,1,2,7.0
9349,C大阪,9,1,2,18.0
9350,G大阪,39,2,2,1.0
9350,甲府,18,0,0,13.0
9350,FC東京,18,0,0,13.0
9350,磐田,24,0,1,9.0
9350,清水,34,4,4,3.0
9350,名古屋,20,4,3,11.0
9350,大宮,23,0,0,10.0
9350,浦和,37,0,2,2.0
9350,川崎F,32,0,1,5.0
9350,広島,16,0,1,15.0
9350,横浜FM,20,0,0,11.0
9350,千葉,29,1,2,6.0
9350,新潟,26,1,2,8.0
9350,鹿島,33,0,2,4.0
9350,京都,14,1,5,16.0
9350,福岡,11,0,4,17.0
9350,大分,27,1,2,7.0
9350,C大阪,9,1,2,18.0
9351,G大阪,39,2,2,1.0
9351,甲府,18,0,0,13.0
9351,FC東京,18,0,0,13.0
9351,磐田,24,0,1,9.0
9351,清水,34,4,4,3.0
9351,名古屋,20,4,3,11.0
9351,大宮,23,0,0,10.0
9351,浦和,37,0,2,2.0
9351,川崎F,32,0,1,5.0
9351,広島,16,0,0,15.0
9351,横浜FM,20,0,0,11.0
9351,千葉,29,1,2,7.0
9351,新潟,26,1,2,8.0
9351,鹿島,33,0,2,4.0
9351,京都,14,1,5,16.0
9351,福岡,11,0,4,17.0
9351,大分,30,2,1,6.0
9351,C大阪,9,1,2,18.0
9352,G大阪,39,2,2,1.0
9352,甲府,18,0,0,14.0
9352,FC東京,21,1,4,11.0
9352,磐田,24,0,1,9.0
9352,清水,34,4,4,3.0
9352,名古屋,20,4,3,12.0
9352,大宮,23,0,0,10.0
9352,浦和,37,0,2,2.0
9352,川崎F,32,0,1,5.0
9352,広島,16,0,0,15.0
9352,横浜FM,20,0,0,12.0
9352,千葉,29,0,3,7.0
9352,新潟,26,1,2,8.0
9352,鹿島,33,0,2,4.0
9352,京都,14,1,5,16.0
9352,福岡,11,0,4,17.0
9352,大分,30,2,1,6.0
9352,C大阪,9,1,2,18.0
9353,G大阪,39,2,2,2.0
9353,甲府,18,0,0,14.0
9353,FC東京,21,1,4,11.0
9353,磐田,24,0,1,9.0
9353,清水,34,4,4,3.0
9353,名古屋,20,4,3,12.0
9353,大宮,23,0,0,10.0
9353,浦和,40,1,3,1.0
9353,川崎F,32,0,1,5.0
9353,広島,16,0,0,15.0
9353,横浜FM,20,0,0,12.0
9353,千葉,29,0,3,7.0
9353,新潟,26,0,1,8.0
9353,鹿島,33,0,2,4.0
9353,京都,14,1,5,16.0
9353,福岡,11,0,4,17.0
9353,大分,30,2,1,6.0
9353,C大阪,9,1,2,18.0
9354,G大阪,39,2,2,2.0
9354,甲府,18,0,0,14.0
9354,FC東京,24,2,5,9.0
9354,磐田,24,0,1,9.0
9354,清水,34,4,4,3.0
9354,名古屋,20,4,3,12.0
9354,大宮,23,0,0,11.0
9354,浦和,40,1,3,1.0
9354,川崎F,32,0,1,5.0
9354,広島,16,0,0,15.0
9354,横浜FM,20,0,0,12.0
9354,千葉,29,0,3,7.0
9354,新潟,26,0,1,8.0
9354,鹿島,33,0,2,4.0
9354,京都,14,1,5,16.0
9354,福岡,11,0,1,17.0
9354,大分,30,2,1,6.0
9354,C大阪,9,1,2,18.0
9355,G大阪,39,2,2,2.0
9355,甲府,18,0,0,14.0
9355,FC東京,24,2,5,9.0
9355,磐田,24,0,1,9.0
9355,清水,34,4,4,4.0
9355,名古屋,20,0,2,12.0
9355,大宮,23,0,0,11.0
9355,浦和,40,1,3,1.0
9355,川崎F,35,1,4,3.0
9355,広島,16,0,0,15.0
9355,横浜FM,20,0,0,12.0
9355,千葉,29,0,3,7.0
9355,新潟,26,0,1,8.0
9355,鹿島,33,0,2,5.0
9355,京都,14,1,5,16.0
9355,福岡,11,0,1,17.0
9355,大分,30,2,1,6.0
9355,C大阪,9,1,2,18.0
9356,G大阪,39,2,2,2.0
9356,甲府,18,0,0,14.0
9356,FC東京,24,2,5,10.0
9356,磐田,24,0,1,10.0
9356,清水,34,4,4,4.0
9356,名古屋,20,0,2,12.0
9356,大宮,26,1,2,8.0
9356,浦和,40,1,3,1.0
9356,川崎F,35,1,4,3.0
9356,広島,16,0,0,15.0
9356,横浜FM,20,0,1,12.0
9356,千葉,29,0,3,7.0
9356,新潟,26,0,1,8.0
9356,鹿島,33,0,2,5.0
9356,京都,14,1,5,16.0
9356,福岡,11,0,1,17.0
9356,大分,30,2,1,6.0
9356,C大阪,9,1,2,18.0
9357,G大阪,39,2,2,2.0
9357,甲府,21,1,2,12.0
9357,FC東京,24,2,5,10.0
9357,磐田,24,0,1,10.0
9357,清水,34,4,4,4.0
9357,名古屋,20,0,2,13.0
9357,大宮,26,1,2,8.0
9357,浦和,40,1,3,1.0
9357,川崎F,35,1,4,3.0
9357,広島,16,0,0,15.0
9357,横浜FM,20,0,1,13.0
9357,千葉,29,0,3,7.0
9357,新潟,26,0,1,8.0
9357,鹿島,33,0,1,5.0
9357,京都,14,1,5,16.0
9357,福岡,11,0,1,17.0
9357,大分,30,2,1,6.0
9357,C大阪,9,1,2,18.0
9358,G大阪,39,2,2,2.0
9358,甲府,21,1,2,12.0
9358,FC東京,24,2,5,11.0
9358,磐田,27,1,3,8.0
9358,清水,34,4,4,4.0
9358,名古屋,20,0,2,13.0
9358,大宮,26,1,2,9.0
9358,浦和,40,1,3,1.0
9358,川崎F,35,1,4,3.0
9358,広島,16,0,0,15.0
9358,横浜FM,20,0,1,13.0
9358,千葉,29,0,1,7.0
9358,新潟,26,0,1,9.0
9358,鹿島,33,0,1,5.0
9358,京都,14,1,5,16.0
9358,福岡,11,0,1,17.0
9358,大分,30,2,1,6.0
9358,C大阪,9,1,2,18.0
9359,G大阪,39,2,2,2.0
9359,甲府,21,1,2,12.0
9359,FC東京,24,2,5,11.0
9359,磐田,27,1,3,8.0
9359,清水,34,4,4,4.0
9359,名古屋,20,0,2,13.0
9359,大宮,26,1,2,9.0
9359,浦和,40,1,3,1.0
9359,川崎F,35,1,4,3.0
9359,広島,16,0,0,15.0
9359,横浜FM,20,0,1,13.0
9359,千葉,29,0,1,7.0
9359,新潟,26,0,1,9.0
9359,鹿島,33,0,1,5.0
9359,京都,15,0,4,16.0
9359,福岡,11,0,1,17.0
9359,大分,30,2,1,6.0
9359,C大阪,10,0,4,18.0
9360,G大阪,42,3,3,1.0
9360,甲府,21,1,2,12.0
9360,FC東京,24,2,5,11.0
9360,磐田,27,1,3,8.0
9360,清水,34,4,4,4.0
9360,名古屋,20,0,2,13.0
9360,大宮,26,1,2,9.0
9360,浦和,40,1,3,2.0
9360,川崎F,35,1,4,3.0
9360,広島,16,0,2,15.0
9360,横浜FM,20,0,1,13.0
9360,千葉,29,0,1,7.0
9360,新潟,26,0,1,9.0
9360,鹿島,33,0,1,5.0
