id,kick_off_time,humidity,broadcasters,attendance,capacity,lat,lon,holiday,weather_encoded,match_year,match_month,match_day,address_encoded,group_encoded,section_encoded,home_team_encoded,away_team_encoded,away_distance
11643,1304,59,2,15644.0,21000,34.810305,135.5426977881143,1,1,2009,4,4,7,6,4,1,11,286500.21590696
11644,1403,43,2,17254.0,38620,35.9920049,140.64036786659403,1,1,2009,4,4,20,7,4,16,17,456225.6424391915
11645,1505,42,3,20148.0,26232,35.5858,139.6527088,1,1,2009,4,4,18,7,4,10,7,253520.11062408853
11646,1603,41,2,45542.0,62010,35.903486900000004,139.71744524095004,1,1,2009,4,4,5,7,4,9,19,799992.068390717
11647,1603,64,2,32022.0,41684,37.882408,139.059359,1,0,2009,4,4,14,1,4,15,12,275183.39573588513
11648,1904,55,2,8727.0,15349,35.848468350000005,139.97511131070166,1,0,2009,4,4,4,7,4,22,8,29583.85915407332
11649,1904,92,3,8716.0,15165,34.7251498,137.8751465,1,0,2009,4,4,23,1,4,5,3,196967.04077765613
11650,1304,31,2,9172.0,20638,38.33557565,140.37744284078218,2,2,2009,4,5,9,5,4,25,14,303924.0682274616
11651,1604,53,3,10020.0,28425,34.656726,135.168171,2,3,2009,4,5,2,6,4,23,6,296258.06444926164
11652,1405,41,3,18461.0,31997,33.20078235,131.65748521324446,1,2,2009,4,11,6,2,5,19,25,965183.953656618
11653,1505,26,2,12912.0,15442,35.4690346,139.60369908044174,1,2,2009,4,11,18,7,5,12,23,412246.1235329242
11654,1603,44,2,14496.0,19470,35.577544849999995,140.12215979931813,1,2,2009,4,11,4,7,5,14,5,171675.53078464395
11655,1904,26,3,10515.0,20588,34.993469899999994,135.7139887487088,1,2,2009,4,11,0,6,5,17,15,438269.4240722352
11656,1904,58,3,11909.0,36894,34.444006,132.394111,1,2,2009,4,11,11,0,5,11,22,716815.7654171771
11657,1304,42,2,32913.0,47851,35.66418645,139.52707517816015,2,2,2009,4,12,15,7,5,3,16,111934.21780285248
11658,1303,28,2,17256.0,20248,34.985168,138.481305,2,2,2009,4,12,23,1,5,6,10,117495.9986875949
11659,1600,35,3,11536.0,15491,35.91625305,139.6334514171515,2,2,2009,4,12,5,7,5,8,1,398273.1454844501
11660,1603,49,2,32435.0,43739,35.0845879,137.17087353460715,2,3,2009,4,12,13,1,5,7,9,240612.01719628708
11661,1933,52,1,10159.0,21000,34.810305,135.5426977881143,0,1,2009,4,17,7,6,6,1,25,575339.3168119307
11662,1304,45,2,10368.0,15349,35.848468350000005,139.97511131070166,1,1,2009,4,18,4,7,6,22,7,288035.56682588183
11663,1404,23,3,30169.0,41684,37.882408,139.059359,1,2,2009,4,18,14,1,6,15,11,708580.5554091018
11664,1505,64,2,18730.0,38620,35.9920049,140.64036786659403,1,2,2009,4,18,20,7,6,16,12,108647.19724787172
11665,1603,53,2,16224.0,26232,35.5858,139.6527088,1,1,2009,4,18,18,7,6,10,8,30179.493203425165
11666,1904,62,4,41836.0,62010,35.903486900000004,139.71744524095004,1,1,2009,4,18,5,7,6,9,17,372900.2298954734
11667,1904,69,2,27486.0,54224,35.67785955,139.71351420013758,1,2,2009,4,18,15,7,6,3,14,37984.22869487302
11668,1303,45,2,22152.0,50889,34.74343045,137.97072889535485,2,2,2009,4,19,23,1,6,5,6,45749.013575901256
11669,1605,36,2,13462.0,28425,34.656726,135.168171,2,2,2009,4,19,2,6,6,23,19,364364.45053050667
11670,1301,78,2,15759.0,62010,35.903486900000004,139.71744524095004,1,0,2009,4,25,5,7,7,8,15,230232.7909749306
11671,1304,87,3,9756.0,20248,34.985168,138.481305,1,0,2009,4,25,23,1,7,6,22,164392.61889793316
11672,1404,72,3,16658.0,20638,38.33557565,140.37744284078218,1,0,2009,4,25,9,5,7,25,16,221360.67958659257
11673,1603,82,2,15428.0,19470,35.577544849999995,140.12215979931813,1,0,2009,4,25,4,7,7,14,9,52999.74167790841
11674,1904,94,4,6851.0,20588,34.993469899999994,135.7139887487088,1,0,2009,4,25,0,6,7,17,5,243697.7478420733
11675,1905,43,2,17246.0,31997,33.20078235,131.65748521324446,1,1,2009,4,25,6,2,7,19,3,787942.6095390768
11676,1304,55,2,13896.0,36894,34.444006,132.394111,2,1,2009,4,26,11,0,7,11,10,671245.0483879595
11677,1404,50,3,20721.0,28425,34.656726,135.168171,2,3,2009,4,26,2,6,7,23,1,32322.32484373535
11678,1604,57,2,12500.0,20223,35.131623,136.933489,2,1,2009,4,26,13,1,7,7,12,248883.7300509567
11679,1303,27,2,16253.0,26232,35.5858,139.6527088,3,2,2009,4,29,18,7,8,10,17,360134.9685347191
11680,1304,54,2,34060.0,41684,37.882408,139.059359,3,2,2009,4,29,14,1,8,15,14,270038.4722965891
11681,1405,23,2,11263.0,15491,35.91625305,139.6334514171515,3,2,2009,4,29,5,7,8,8,25,265922.15130808146
11682,1401,28,2,12137.0,20223,35.131623,136.933489,3,2,2009,4,29,13,1,8,7,11,417593.70440717414
11683,1604,27,2,9058.0,15349,35.848468350000005,139.97511131070166,3,2,2009,4,29,4,7,8,22,19,820052.2926312536
11684,1604,30,2,30851.0,50889,34.74343045,137.97072889535485,3,2,2009,4,29,23,1,8,6,9,196339.9519222752
11685,1704,41,2,28317.0,71624,35.5099882,139.60638254387774,3,2,2009,4,29,18,7,8,12,5,126070.48866588014
11686,1904,60,3,14473.0,38620,35.9920049,140.64036786659403,3,2,2009,4,29,20,7,8,16,23,516582.7727166387
11687,1903,32,2,16853.0,21000,34.810305,135.5426977881143,3,2,2009,4,29,7,6,8,1,3,389946.740426406
11688,1304,23,2,11071.0,20638,38.33557565,140.37744284078218,1,2,2009,5,2,9,5,9,25,22,303924.0682274616
11689,1303,40,2,12132.0,15165,34.7251498,137.8751465,1,2,2009,5,2,23,1,9,5,23,246643.62619590294
11690,1403,39,1,19306.0,31997,33.20078235,131.65748521324446,1,2,2009,5,2,6,2,9,19,1,393142.2257234341
11691,1505,40,2,28016.0,71624,35.5099882,139.60638254387774,1,2,2009,5,2,18,7,9,12,10,7662.3856040149585
11692,1603,35,2,17009.0,19470,35.577544849999995,140.12215979931813,1,2,2009,5,2,4,7,9,14,16,89716.36306034999
11693,1604,38,3,10950.0,20588,34.993469899999994,135.7139887487088,1,2,2009,5,2,0,6,9,17,7,110720.59765174397
11694,1604,52,2,14584.0,36894,34.444006,132.394111,1,2,2009,5,2,11,0,9,11,6,551729.9340073264
11695,1903,60,2,50284.0,62010,35.903486900000004,139.71744524095004,1,2,2009,5,2,5,7,9,9,15,230232.7909749306
11696,1904,42,4,18886.0,47851,35.66418645,139.52707517816015,1,2,2009,5,2,15,7,9,3,8,24094.73325227296
11697,1303,49,2,40268.0,41684,37.882408,139.059359,3,2,2009,5,5,14,1,10,15,5,328057.02201796265
11698,1403,79,3,7796.0,15491,35.91625305,139.6334514171515,3,0,2009,5,5,5,7,10,8,19,793318.3896390188
11699,1404,61,3,11609.0,20588,34.993469899999994,135.7139887487088,3,1,2009,5,5,0,6,10,17,12,361152.57096310356
11700,1604,95,2,32854.0,54224,35.67785955,139.71351420013758,3,0,2009,5,5,15,7,10,22,9,20827.613771496664
11701,1604,61,2,10574.0,28425,34.656726,135.168171,3,3,2009,5,5,2,6,10,23,25,612155.4525559354
11702,1904,86,3,15129.0,20248,34.985168,138.481305,3,0,2009,5,5,23,1,10,6,14,164392.61889793316
11703,1904,94,2,15342.0,36894,34.444006,132.394111,3,0,2009,5,5,11,0,10,11,3,679644.712428487
11704,1905,78,2,15903.0,26232,35.5858,139.6527088,0,1,2009,7,1,18,7,10,10,1,389685.52999017376
11705,1903,78,2,9661.0,20223,35.131623,136.933489,0,1,2009,7,1,13,1,10,7,16,344993.70112502336
11706,1404,45,2,18221.0,47851,35.66418645,139.52707517816015,1,2,2009,5,9,15,7,11,3,17,350394.07806305087
11707,1404,64,3,9783.0,15165,34.7251498,137.8751465,1,2,2009,5,9,23,1,11,5,8,204421.30075050113
11708,1403,27,1,18245.0,31997,33.20078235,131.65748521324446,1,2,2009,5,9,6,2,11,19,12,775691.1799450627
11709,1605,49,2,14182.0,19470,35.577544849999995,140.12215979931813,1,2,2009,5,9,4,7,11,14,11,711588.324705358
11710,1804,53,2,17171.0,20638,38.33557565,140.37744284078218,1,2,2009,5,9,9,5,11,25,15,128185.05079497558
11711,1405,41,3,51594.0,62010,35.903486900000004,139.71744524095004,2,2,2009,5,10,5,7,11,9,10,51047.327284763094
11712,1504,62,2,19154.0,38620,35.9920049,140.64036786659403,2,2,2009,5,10,20,7,11,16,6,233749.1687841727
11713,1503,33,1,18319.0,21000,34.810305,135.5426977881143,2,2,2009,5,10,7,6,11,1,22,426248.32898453536
11714,1504,57,3,10149.0,28425,34.656726,135.168171,2,2,2009,5,10,2,6,11,23,7,169144.6778975784
11715,1303,83,2,16577.0,43739,35.0845879,137.17087353460715,1,3,2009,5,16,13,1,12,7,8,240612.01719628708
11716,1404,52,5,53374.0,62010,35.903486900000004,139.71744524095004,1,1,2009,5,16,5,7,12,9,1,405011.0170694452
11717,1503,51,1,16329.0,26232,35.5858,139.6527088,1,1,2009,5,16,18,7,12,10,5,133803.94366959628
11718,1604,60,2,10651.0,15349,35.848468350000005,139.97511131070166,1,1,2009,5,16,4,7,12,22,16,69289.57949033231
11719,1604,65,2,9479.0,36894,34.444006,132.394111,1,1,2009,5,16,11,0,12,11,25,829687.2842860124
11720,1904,64,2,20349.0,71624,35.5099882,139.60638254387774,1,1,2009,5,16,18,7,12,12,3,21330.7230963926
11721,1903,78,3,13141.0,20248,34.985168,138.481305,1,1,2009,5,16,23,1,12,6,19,662520.6796666186
11722,1403,77,2,28817.0,41684,37.882408,139.059359,2,0,2009,5,17,14,1,12,15,23,496541.0567259371
11723,1404,94,4,5567.0,20588,34.993469899999994,135.7139887487088,2,0,2009,5,17,0,6,12,17,14,406690.43072281126
11724,1303,59,2,29760.0,41684,37.882408,139.059359,1,1,2009,5,23,14,1,13,15,6,328057.02201796265
11725,1405,52,3,16298.0,31997,33.20078235,131.65748521324446,1,1,2009,5,23,6,2,13,19,11,151963.64134861203
11726,1604,58,2,6554.0,20638,38.33557565,140.37744284078218,1,1,2009,5,23,9,5,13,25,17,553163.9893104115
11727,1904,62,3,14833.0,19470,35.577544849999995,140.12215979931813,1,1,2009,5,23,4,7,13,14,12,45855.24491285691
11728,1904,57,2,6002.0,28425,34.656726,135.168171,1,2,2009,5,23,2,6,13,23,22,463636.51591939596
11729,1303,50,2,19092.0,21000,34.810305,135.5426977881143,2,2,2009,5,24,7,6,13,1,16,475821.9345462037
11730,1405,70,3,27851.0,47851,35.66418645,139.52707517816015,2,0,2009,5,24,15,7,13,3,10,26214.45998889379
11731,1503,75,2,15632.0,15165,34.7251498,137.8751465,2,1,2009,5,24,23,1,13,5,7,101852.14315939632
11732,1600,67,2,32418.0,62010,35.903486900000004,139.71744524095004,2,1,2009,5,24,5,7,13,8,9,8079.364680512416
11733,1504,55,2,19375.0,26232,35.5858,139.6527088,1,2,2009,6,20,18,7,14,10,19,783404.0570843493
11734,1504,70,3,17865.0,20248,34.985168,138.481305,1,2,2009,6,20,23,1,14,6,25,398461.12029934325
11735,1535,63,1,12457.0,20223,35.131623,136.933489,1,1,2009,6,20,13,1,14,7,14,294567.4262205267
11736,1535,57,3,18404.0,21000,34.810305,135.5426977881143,1,1,2009,6,20,7,6,14,1,15,463863.21687322995
11737,1604,69,2,21841.0,38620,35.9920049,140.64036786659403,1,1,2009,6,20,20,7,14,16,5,233749.1687841727
11738,1804,68,3,9336.0,15491,35.91625305,139.6334514171515,1,1,2009,6,20,5,7,14,8,17,365905.4915000966
11739,1904,79,2,10266.0,15349,35.848468350000005,139.97511131070166,1,1,2009,6,20,4,7,14,22,3,31134.642055125467
11740,1304,81,2,14514.0,36894,34.444006,132.394111,2,1,2009,6,21,11,0,14,11,23,257389.68612761932
11741,1404,94,2,40228.0,71624,35.5099882,139.60638254387774,2,0,2009,6,21,18,7,14,12,9,38769.34110276329
11742,1304,41,3,11806.0,20588,34.993469899999994,135.7139887487088,1,2,2009,6,27,0,6,15,17,11,305447.5185884362
11743,1503,63,3,10635.0,15165,34.7251498,137.8751465,1,2,2009,6,27,23,1,15,5,22,226849.6811396057
11744,1603,42,2,18777.0,21500,35.8715047,139.66588758343676,1,2,2009,6,27,5,7,15,9,23,428275.92375084345
11745,1605,54,2,13079.0,19470,35.577544849999995,140.12215979931813,1,2,2009,6,27,4,7,15,14,8,52999.74167790841
11746,1904,64,2,28987.0,54224,35.67785955,139.71351420013758,1,1,2009,6,27,15,7,15,3,6,143803.33774275836
11747,1304,49,2,10367.0,20638,38.33557565,140.37744284078218,2,2,2009,6,28,9,5,15,25,10,327131.2980225068
11748,1405,77,3,25610.0,71624,35.5099882,139.60638254387774,2,0,2009,6,28,18,7,15,12,1,383685.58862315014
11749,1603,57,2,35786.0,41684,37.882408,139.059359,2,2,2009,6,28,14,1,15,15,7,356452.68180985097
11750,1605,67,3,20391.0,31997,33.20078235,131.65748521324446,2,2,2009,6,28,6,2,15,19,16,876338.6716381453
11751,1800,64,2,10631.0,15491,35.91625305,139.6334514171515,1,1,2009,7,4,5,7,16,8,12,52015.290618206134
11752,1904,78,2,20102.0,20638,38.33557565,140.37744284078218,1,1,2009,7,4,9,5,16,25,9,282528.90907998674
11753,1904,81,2,9615.0,15349,35.848468350000005,139.97511131070166,1,1,2009,7,4,4,7,16,22,15,243160.67315716652
11754,1903,83,2,16205.0,20248,34.985168,138.481305,1,2,2009,7,4,23,1,16,6,17,249066.23566764267
11755,1904,76,3,14915.0,28425,34.656726,135.168171,1,2,2009,7,4,2,6,16,23,3,427645.6402358664
11756,1905,70,2,19671.0,31997,33.20078235,131.65748521324446,1,2,2009,7,4,6,2,16,19,14,822453.4343920044
11757,1803,82,2,24749.0,43739,35.0845879,137.17087353460715,2,3,2009,7,5,13,1,16,7,1,157330.2962028346
11758,1804,90,2,13375.0,36894,34.444006,132.394111,2,1,2009,7,5,11,0,16,11,5,551729.9340073264
11759,1905,73,2,22185.0,26232,35.5858,139.6527088,2,1,2009,7,5,18,7,16,10,16,110307.01847937395
11760,1803,70,1,17903.0,38620,35.9920049,140.64036786659403,1,1,2009,7,11,20,7,17,16,8,90807.37851436491
11761,1904,54,4,44149.0,62010,35.903486900000004,139.71744524095004,1,2,2009,7,11,5,7,17,9,11,681976.6491914123
11762,1903,63,2,12349.0,19470,35.577544849999995,140.12215979931813,1,1,2009,7,11,4,7,17,14,23,460697.8617806613
11763,1903,62,2,13185.0,15442,35.4690346,139.60369908044174,1,1,2009,7,11,18,7,17,12,25,314876.18647931627
11764,1903,69,2,36810.0,41684,37.882408,139.059359,1,2,2009,7,11,14,1,17,15,10,275183.39573588513
11765,1935,60,2,18549.0,21000,34.810305,135.5426977881143,1,1,2009,7,11,7,6,17,1,6,260275.01689058606
11766,1804,64,3,8011.0,20588,34.993469899999994,135.7139887487088,2,2,2009,7,12,0,6,17,17,22,406690.43072281126
11767,1834,70,2,24736.0,47851,35.66418645,139.52707517816015,2,2,2009,7,12,15,7,17,3,7,243947.56999590385
11768,1903,84,2,10008.0,15165,34.7251498,137.8751465,2,1,2009,7,12,23,1,17,5,19,601603.8706788283
11769,1804,68,3,10895.0,15491,35.91625305,139.6334514171515,1,2,2009,7,18,5,7,18,8,3,25737.690802070043
11770,1803,62,1,14696.0,26232,35.5858,139.6527088,1,1,2009,7,18,18,7,18,10,23,419206.4216104913
11771,1904,77,3,22681.0,71624,35.5099882,139.60638254387774,1,1,2009,7,18,18,7,18,12,15,270486.553706171
11772,1903,87,2,20203.0,20248,34.985168,138.481305,1,2,2009,7,18,23,1,18,6,16,233076.0549949871
11773,1903,84,3,17784.0,43739,35.0845879,137.17087353460715,1,3,2009,7,18,13,1,18,7,17,129532.69971979946
11774,1905,60,2,24833.0,31997,33.20078235,131.65748521324446,1,2,2009,7,18,6,2,18,19,9,790247.7574056237
11775,1804,66,2,10255.0,20638,38.33557565,140.37744284078218,2,1,2009,7,19,9,5,18,25,5,413137.8899474235
11776,1805,78,2,11572.0,36894,34.444006,132.394111,2,1,2009,7,19,11,0,18,11,14,716815.7654171771
11777,1905,73,2,11367.0,15349,35.848468350000005,139.97511131070166,2,1,2009,7,19,4,7,18,22,1,425414.71027976763
11778,1803,74,1,27846.0,47851,35.66418645,139.52707517816015,1,2,2009,7,25,15,7,19,3,11,659944.3762228148
11779,1904,82,3,18773.0,38620,35.9920049,140.64036786659403,1,2,2009,7,25,20,7,19,16,22,63510.45002327489
11780,1903,74,2,44976.0,62010,35.903486900000004,139.71744524095004,1,2,2009,7,25,5,7,19,9,7,267205.62503119215
11781,1903,78,2,15142.0,19470,35.577544849999995,140.12215979931813,1,2,2009,7,25,4,7,19,14,6,171675.53078464395
11782,1903,84,2,15262.0,21000,34.810305,135.5426977881143,1,1,2009,7,25,7,6,19,1,19,402643.1863005992
11783,1904,68,2,8651.0,28425,34.656726,135.168171,1,3,2009,7,25,2,6,19,23,8,428828.18069549656
11784,1803,83,2,37447.0,41684,37.882408,139.059359,2,1,2009,7,26,14,1,19,15,25,121060.88866500258
11785,1805,90,2,15729.0,15165,34.7251498,137.8751465,2,2,2009,7,26,23,1,19,5,12,179977.01380053852
11786,1804,87,3,9002.0,20588,34.993469899999994,135.7139887487088,2,1,2009,7,26,0,6,19,17,10,361152.57096310356
11787,1903,68,2,21379.0,26232,35.5858,139.6527088,1,1,2009,8,1,18,7,20,10,3,12000.763824400372
11788,1904,73,3,19354.0,71624,35.5099882,139.60638254387774,1,1,2009,8,1,18,7,20,12,17,354765.8927872726
11789,1903,87,2,30862.0,41684,37.882408,139.059359,1,0,2009,8,1,14,1,20,15,8,230727.57773160777
11790,1903,80,2,11297.0,15165,34.7251498,137.8751465,1,1,2009,8,1,23,1,20,5,14,226849.6811396057
11791,1903,83,1,22225.0,36894,34.444006,132.394111,1,1,2009,8,1,11,0,20,11,16,761006.0792198044
11792,1905,89,2,17461.0,31997,33.20078235,131.65748521324446,1,3,2009,8,1,6,2,20,19,7,531251.2352827315
11793,1803,74,1,16547.0,20638,38.33557565,140.37744284078218,2,1,2009,8,2,9,5,20,25,1,594282.1784813177
11794,1803,90,2,45186.0,62010,35.903486900000004,139.71744524095004,2,0,2009,8,2,5,7,20,9,6,158886.07457911022
11795,1805,81,2,8545.0,15349,35.848468350000005,139.97511131070166,2,1,2009,8,2,4,7,20,22,23,454464.23222553905
11796,1804,62,3,8821.0,20588,34.993469899999994,135.7139887487088,1,1,2009,8,15,0,6,21,17,25,550065.1779738007
11797,1834,83,2,25674.0,38620,35.9920049,140.64036786659403,1,2,2009,8,15,20,7,21,16,19,882080.3483718506
11798,1904,66,4,18025.0,20223,35.131623,136.933489,1,1,2009,8,15,13,1,21,7,10,248883.7300509567
11799,1903,64,2,20211.0,21000,34.810305,135.5426977881143,1,1,2009,8,15,7,6,21,1,9,390855.0738553323
11800,1904,68,2,13394.0,35910,34.679991,135.07706,1,1,2009,8,15,2,6,21,23,11,242327.5257306571
11801,1935,70,2,17899.0,19470,35.577544849999995,140.12215979931813,1,2,2009,8,15,4,7,21,14,22,2999.125291924526
11802,1800,57,2,11330.0,15392,36.163875450000006,139.4109264736834,2,2,2009,8,16,5,7,21,8,5,161314.40969997604
11803,1833,50,2,24913.0,47851,35.66418645,139.52707517816015,2,2,2009,8,16,15,7,21,3,12,26214.45998889379
11804,1903,61,2,20034.0,20248,34.985168,138.481305,2,2,2009,8,16,23,1,21,6,15,327257.6510413921
11805,1904,75,2,11056.0,20638,38.33557565,140.37744284078218,0,2,2009,8,19,9,5,22,25,3,299962.8298215726
11806,1905,70,2,13548.0,19470,35.577544849999995,140.12215979931813,0,2,2009,8,19,4,7,22,14,7,295466.28151060786
11807,1904,78,3,32896.0,41684,37.882408,139.059359,0,2,2009,8,19,14,1,22,15,1,476285.66607178916
11808,1903,63,2,10545.0,15165,34.7251498,137.8751465,0,2,2009,8,19,23,1,22,5,10,179977.01380053852
11809,1904,64,3,10685.0,20588,34.993469899999994,135.7139887487088,0,2,2009,8,19,0,6,22,17,6,243697.7478420733
11810,1904,72,1,17432.0,28425,34.656726,135.168171,0,2,2009,8,19,2,6,22,23,16,514035.3491884407
11811,1904,74,2,10951.0,36894,34.444006,132.394111,0,2,2009,8,19,11,0,22,11,19,152049.6588906338
11812,1933,75,2,38740.0,62010,35.903486900000004,139.71744524095004,0,2,2009,8,19,5,7,22,9,22,49463.23462024799
11813,1933,73,2,11025.0,15442,35.4690346,139.60369908044174,0,2,2009,8,19,18,7,22,12,8,43315.862624957044
11814,1804,74,3,10211.0,15491,35.91625305,139.6334514171515,1,1,2009,8,22,5,7,23,8,14,56191.61036742845
11815,1903,50,2,35047.0,41684,37.882408,139.059359,1,2,2009,8,22,14,1,23,15,17,434296.96865113464
11816,1903,52,2,20116.0,20248,34.985168,138.481305,1,2,2009,8,22,23,1,23,6,5,9016.738690259655
11817,1904,60,3,27113.0,36894,34.444006,132.394111,1,2,2009,8,22,11,0,23,11,9,679130.7748856196
11818,1935,79,2,22145.0,54224,35.67785955,139.71351420013758,1,2,2009,8,22,15,7,23,22,12,26359.840050397426
11819,1803,71,2,18134.0,20261,36.4011162,136.4403063,2,2,2009,8,23,17,1,23,1,7,141870.9660581143
11820,1834,77,2,24593.0,38620,35.9920049,140.64036786659403,2,2,2009,8,23,20,7,23,16,3,92061.75948546133
11821,1903,66,2,17341.0,26232,35.5858,139.6527088,2,1,2009,8,23,18,7,23,10,25,301278.5753094682
11822,2005,54,2,14163.0,31997,33.20078235,131.65748521324446,0,2,2009,8,24,6,2,23,19,23,365419.2287402471
11823,1800,58,2,11369.0,15491,35.91625305,139.6334514171515,1,1,2009,8,29,5,7,24,8,16,87121.21372255881
11824,1904,68,2,18320.0,47851,35.66418645,139.52707517816015,1,1,2009,8,29,15,7,24,3,19,775178.7442910713
11825,1905,71,2,13181.0,15442,35.4690346,139.60369908044174,1,2,2009,8,29,18,7,24,12,14,49452.092558078664
11826,1904,83,3,18298.0,50889,34.74343045,137.97072889535485,1,2,2009,8,29,23,1,24,5,1,224671.1586096529
11827,1903,59,1,12043.0,20223,35.131623,136.933489,1,1,2009,8,29,13,1,24,7,15,359847.87402447115
11828,1904,63,2,19094.0,28425,34.656726,135.168171,1,2,2009,8,29,2,6,24,23,9,428828.18069549656
11829,1804,73,2,10206.0,20638,38.33557565,140.37744284078218,2,0,2009,8,30,9,5,24,25,11,833809.1835617755
11830,1804,82,2,8124.0,15349,35.848468350000005,139.97511131070166,2,0,2009,8,30,4,7,24,22,17,394171.80920560576
11831,1903,86,1,20689.0,26232,35.5858,139.6527088,2,0,2009,8,30,18,7,24,10,6,133803.94366959628
11832,1603,76,2,14108.0,19470,35.577544849999995,140.12215979931813,1,1,2009,9,12,4,7,25,14,15,275971.48516894423
11833,1304,54,3,13169.0,20248,34.985168,138.481305,1,1,2009,9,12,23,1,25,6,8,143510.42051882402
11834,1904,92,3,9355.0,20223,35.131623,136.933489,1,0,2009,9,12,13,1,25,7,22,294567.4262205267
11835,1304,64,3,8106.0,12584,31.56489655,130.5601671371307,1,1,2009,9,12,24,2,25,17,3,962264.0843423606
11836,1903,86,3,17205.0,21000,34.810305,135.5426977881143,1,0,2009,9,12,7,6,25,1,23,35476.23565179861
11837,1604,90,2,12126.0,36894,34.444006,132.394111,1,1,2009,9,12,11,0,25,11,12,671245.0483879595
11838,1505,40,3,41500.0,62010,35.903486900000004,139.71744524095004,2,2,2009,9,13,5,7,25,9,25,265585.19415050035
11839,1805,58,2,17241.0,31997,33.20078235,131.65748521324446,2,2,2009,9,13,6,2,25,19,5,651049.3651863202
11840,1904,86,2,22323.0,38620,35.9920049,140.64036786659403,0,1,2009,10,7,20,7,25,16,10,108647.19724787172
11841,1904,61,3,12270.0,20638,38.33557565,140.37744284078218,1,2,2009,9,19,9,5,26,25,6,413137.8899474235
11842,1804,66,3,10501.0,15491,35.91625305,139.6334514171515,1,1,2009,9,19,5,7,26,8,7,260373.3372114944
11843,1605,62,3,23014.0,47851,35.66418645,139.52707517816015,1,1,2009,9,19,15,7,26,3,1,380845.84607939783
11844,1903,63,2,22390.0,26232,35.5858,139.6527088,1,1,2009,9,19,18,7,26,10,9,30179.493203425165
11845,1604,62,2,28581.0,71624,35.5099882,139.60638254387774,1,1,2009,9,19,18,7,26,12,16,119461.85357376825
11846,1403,55,2,24392.0,41684,37.882408,139.059359,1,2,2009,9,19,14,1,26,15,19,848799.5434697906
11847,1503,44,3,13860.0,15165,34.7251498,137.8751465,1,1,2009,9,19,23,1,26,5,17,196767.55142391118
11848,1304,31,2,10507.0,15349,35.848468350000005,139.97511131070166,2,2,2009,9,20,4,7,26,22,11,703548.9978422677
11849,1604,37,2,12634.0,28425,34.656726,135.168171,2,2,2009,9,20,2,6,26,23,14,463636.51591939596
11850,1903,67,2,14602.0,19470,35.577544849999995,140.12215979931813,1,2,2009,9,26,4,7,27,14,25,296257.7977581434
11851,1604,48,3,21512.0,47851,35.66418645,139.52707517816015,1,2,2009,9,26,15,7,27,3,5,128972.61374845167
11852,1804,66,3,9206.0,20588,34.993469899999994,135.7139887487088,1,2,2009,9,26,0,6,27,17,8,369856.5826753727
11853,1904,79,2,14690.0,36894,34.444006,132.394111,1,2,2009,9,26,11,0,27,11,15,708818.2824939098
11854,1305,46,2,15274.0,31997,33.20078235,131.65748521324446,1,2,2009,9,26,6,2,27,19,22,822453.4343920044
11855,1804,83,3,17192.0,38620,35.9920049,140.64036786659403,1,2,2009,9,26,20,7,27,16,7,350145.84725605574
11856,1603,48,2,18749.0,21000,34.810305,135.5426977881143,1,2,2009,9,26,7,6,27,1,10,380259.3415245128
11857,1405,62,3,45023.0,62010,35.903486900000004,139.71744524095004,2,1,2009,9,27,5,7,27,9,12,51047.327284763094
11858,1304,45,3,17294.0,20248,34.985168,138.481305,2,2,2009,9,27,23,1,27,6,23,303421.98374865094
11859,1403,47,1,8011.0,20638,38.33557565,140.37744284078218,1,1,2009,10,3,9,5,28,25,19,972766.328095269
11860,1534,65,4,38634.0,62010,35.903486900000004,139.71744524095004,1,1,2009,10,3,5,7,28,9,14,49463.23462024799
11861,1505,82,1,8514.0,15349,35.848468350000005,139.97511131070166,1,1,2009,10,3,4,7,28,22,5,173945.78967665776
11862,1303,80,2,18205.0,20248,34.985168,138.481305,1,2,2009,10,3,23,1,28,6,11,555541.4909353498
11863,1604,55,2,11127.0,28425,34.656726,135.168171,1,2,2009,10,3,2,6,28,23,17,67049.15204096911
11864,1604,64,2,19288.0,38620,35.9920049,140.64036786659403,2,2,2009,10,4,20,7,28,16,15,256263.35975721633
11865,1303,50,2,19951.0,26232,35.5858,139.6527088,2,2,2009,10,4,18,7,28,10,12,15372.601197457492
11866,1604,30,1,13796.0,20223,35.131623,136.933489,2,2,2009,10,4,13,1,28,7,3,258037.7986553554
11867,1505,41,2,17758.0,21000,34.810305,135.5426977881143,2,2,2009,10,4,7,6,28,1,8,390855.0738553323
11868,1404,47,3,10029.0,20638,38.33557565,140.37744284078218,1,2,2009,10,17,9,5,29,25,23,616269.6876850834
11869,1505,64,3,37842.0,62010,35.903486900000004,139.71744524095004,1,1,2009,10,17,5,7,29,8,10,51047.327284763094
11870,1304,64,2,28235.0,47851,35.66418645,139.52707517816015,1,1,2009,10,17,15,7,29,3,22,54397.57461038053
11871,1904,79,3,22046.0,71624,35.5099882,139.60638254387774,1,1,2009,10,17,18,7,29,12,7,248113.49566289634
11872,1604,46,2,39963.0,41684,37.882408,139.059359,1,2,2009,10,17,14,1,29,15,9,230727.57773160777
11873,1903,84,2,14126.0,15165,34.7251498,137.8751465,1,0,2009,10,17,23,1,29,5,16,294204.54269757203
